Kudos Date,Kudos Type,Parent ID
"Nov 22, 2018, 3:12:05 PM",Activity,1978846698
"Nov 22, 2018, 4:36:20 PM",Activity,1978933616
"Nov 22, 2018, 4:36:23 PM",Activity,1978932113
"Nov 22, 2018, 4:36:34 PM",Activity,1978926584
"Nov 22, 2018, 8:02:59 PM",Activity,1979360715
"Nov 23, 2018, 10:30:12 PM",Activity,1980966731
"Nov 23, 2018, 10:30:20 PM",Activity,1981055212
"Nov 23, 2018, 10:30:27 PM",Activity,1980801262
"Nov 23, 2018, 10:30:44 PM",Activity,1980786592
"Nov 23, 2018, 10:30:45 PM",Activity,1980733787
"Nov 24, 2018, 3:48:39 PM",Activity,1982378450
"Nov 24, 2018, 3:48:44 PM",Activity,1982376055
"Nov 24, 2018, 4:43:17 PM",Activity,1982308796
"Nov 24, 2018, 4:43:21 PM",Activity,1982308967
"Nov 24, 2018, 4:54:07 PM",Activity,1982373658
"Nov 24, 2018, 4:54:09 PM",Activity,1982412252
"Nov 24, 2018, 5:39:54 PM",Activity,1982562130
"Nov 24, 2018, 5:39:59 PM",Activity,1982473311
